Orthography,Klattese
solidly,salxdli
soliloquize,sxlIlxkwYz
solitaire,sal|tEr
solo,solo
solstice,solst|s
solstitial,salstISL
solubility,salyubIl|ti
soluble,salyubL
solution,sxluS|n
solve,sclv
solvency,sclvxnsi
somalo,sxmalo
somber,sambX
sombrero,sxmbrEro
some,s^m
somebody,s^mbadi
somersault,s^mXsclt
something,s^mTIG
somnolent,samnLxnt
son,s^n
sonar,sonar
sonata,sxnatx
song,scG
sonic,sanIk
sonnet,san|t
sonority,sNcrxti
sonorous,sNorxs
soon,sun
soot,sUt
sooth,suT
soothe,suD
soothsayer,suTseX
sop,sap
sophism,safIzM
sophistic,safIstIk
sophisticated,sxfIst|ket|d
sophistry,safxstri
soporific,sapXIfIk
soprano,sxpr@no
sorcery,sorsXi
sordid,sord|d
sorghum,sorgxm
sorority,sXcrxti
sorrel,scrL
sorrow,saro
sorry,sari
sort,sort
sortie,sorti
sot,sat
soubrette,subrEt
souffle,sufle
sough,sW
sought,sct
soulless,sollxs
sound,sWnd
soup,sup
sour,sWr
source,sors
souse,sWs
south,sWT
southeast,sWTist
southerly,s^DXli
southern,s^DXn
southward,sWTwXd
southwest,sWTwEst
souvenir,suvxnIr
sovereign,savXxn
soviet,sovi|t
soy,sO
spa,spa
space,spes
spaceship,spesSIp
spacious,speS|s
spade,sped
spaghetti,spxgEti
span,sp@n
spangle,sp@GgL
Spaniard,sp@nyXd
spaniel,sp@nyL
Spanish,sp@nIS
spank,sp@Gk
spar,spar
spare,spEr
sparing,sp@rIG
spark,spark
sparkle,sparkL
sparrow,sp@ro
sparse,spars
spasm,sp@zM
spasmodic,sp@zmadIk
spastic,sp@stIk
spat,sp@t
spate,spet
spatial,speSL
spatter,sp@tX
spatula,sp@CUlx
spavin,sp@vxn
spawn,spcn
spay,spe
speak,spik
spear,spIr
special,spESL
specialization,spESLxzeS|n
specialty,spESLti
specie,spiSi
species,spiSiz
specific,spxsIfIk
specification,spEs|f|keS|n
specify,spEs|fY
specimen,spEsxmxn
specious,spiS|s
speck,spEk
spectacle,spEktIkL
spectacular,spEkt@kyUlX
spectator,spEktetX
spectre,spEktX
spectroscope,spEktroskop
spectroscopic,spEktroskapIk
spectrum,spEktrxm
speculate,spEkyUlet
speculation,spEkyUleS|n
speculative,spEkyUletIv
sped,spEd
speech,spiC
speed,spid
speedometer,spIdamxtX
speedway,spidwe
spell,spEl
spelunker,spIl^GkX
spend,spEnd
spendthrift,spEndTrIft
spent,spEnt
sperm,spRm
spermatozoon,spRmxtxzoxn
spew,spyu
sphere,sfIr
spherical,sfIrIkL
spheroid,sfIrOd
spheroidal,sfIrOdL
sphincter,sfIGktX
sphinx,sfIGks
spice,spYs
spicule,spIkyul
spider,spYdX
spigot,spIgxt
spike,spYk
spill,spIl
spilled,spIld
spillway,spIlwe
spilt,spIlt
spin,spIn
spinach,spInIC
spinal,spYnL
spindle,spIndL
spindling,spIndlIG
spine,spYn
spinet,spIn|t
spinster,spInstX
spiral,spYrL
spire,spYr
spirit,spIr|t
spiritual,spIrICuL
spiritualism,spIrICuxlIzM
spiritualistic,spIrICuxlIstIk
spirituality,spIrICU@lxti
spiritualize,spIrICuxlYz
spirituous,spIrICUxs
spirochete,spYrxkit
spit,spIt
spite,spYt
spittle,spItL
spittoon,spItun
splash,spl@S
splatter,spl@tX
splay,sple
spleen,splin
splendid,splEnd|d
splendor,splEndX
splenetic,splInEtIk
splenic,splinIk
splice,splYs
splint,splInt
splinter,splIntX
split,splIt
splotch,splaC
splurge,splRJ
splutter,spl^tX
spoil,spOl
spoiled,spOld
spoilt,spOlt
spoke,spok
spoken,spok|n
spokesman,spoksmxn
spoliation,spolieS|n
sponge,sp^nJ
sponsor,spansX
spontaneity,spant|nixti
spontaneous,spantenixs
spontaneously,spanteni|sli
spoof,spuf
spook,spuk
spool,spul
spoon,spun
spoor,spUr
sporadic,spX@dIk
spore,spor
sport,sport
sportsman,sportsmxn
spot,spat
spousal,spWzL
spout,spWt
sprain,spren
sprang,spr@G
sprat,spr@t
sprawl,sprcl
spray,spre
spread,sprEd
spree,spri
sprig,sprIg
sprightly,sprYtli
spring,sprIG
springtime,sprIGtYm
sprinkle,sprIGkL
sprint,sprInt
sprite,sprYt
sprocket,sprak|t
sprout,sprWt
spruce,sprus
sprung,spr^G
spry,sprY
spud,sp^d
spume,spyum
spun,sp^n
spunk,sp^Gk
spur,spR
spurge,spRJ
spurious,spyUrixs
spurn,spRn
spurt,spRt
sputter,sp^tX
sputum,spyutM
spy,spY
squab,skwab
squabble,skwabL
squad,skwad
squadron,skwadrxn
squalid,skwalxd
squall,skwcl
squalor,skwalX
squander,skwandX
square,skwEr
squash,skwaS
squat,skwat
squaw,skwc
squawk,skwck
squeak,skwik
squeal,skwil
squeamish,skwimIS
squeegee,skwiJi
squeeze,skwiz
squelch,skwElC
squib,skwIb
squid,skwId
squint,skwInt
squire,skwYr
squirm,skwRm
squirrel,skwRL
squirt,skwRt
stab,st@b
stabile,stebYl
stability,stxbIl|ti
stabilization,stebLxzeS|n
stabilize,stebxlYz
stabilizer,stebxlYzX
stable,stebL
staccato,st|kato
stack,st@k
stadium,stedixm
staff,st@f
stag,st@g
stage,steJ
stagger,st@gX
staging,steJIG
stagnant,st@gn|nt
stagnate,st@gnet
stagnation,st@gneS|n
stagy,steJi
staid,sted
stain,sten
stair,stEr
stake,stek
stalactite,st|l@ktYt
stale,stel
stalk,stck
stalked,stckt
stall,stcl
stallion,st@lyxn
stalwart,stclwXt
stamen,stemxn
stamina,st@mxnx
staminate,stemxn|t
stammer,st@mX
stamp,st@mp
stampede,st@mpid
stance,st@ns
stanch,stcnC
stanchion,st@nC|n
stand,st@nd
standard,st@ndXd
standardization,st@ndXdxzeS|n
standardize,st@ndXdYz
standby,st@ndbY
standpipe,st@ndpYp
stank,st@Gk
stanza,st@nzx
staphylococcus,st@fLokakxs
staple,stepL
star,star
starboard,starbXd
starch,starC
starfish,starfIS
stark,stark
starling,starlIG
start,start
startle,startL
starvation,starveS|n
starve,starv
starveling,starvlIG
state,stet
stateroom,stetrum
statesman,stetsmxn
static,st@tIk
station,steS|n
stationary,steS|nEri
stationer,steS|nX
statistician,st@t|stIS|n
statistics,st|tIstIks
statuary,st@CuEri
statue,st@Cu
statuesque,st@CuEsk
statuette,st@CUEt
stature,st@CX
status,st@t|s
statute,st@Cut
statutory,st@Cxtori
stave,stev
staves,st@vz
stay,ste
stead,stEd
steady,stEdi
steal,stil
stealth,stElT
steam,stim
steed,stid
steelyard,stilyard
steep,stip
steeple,stipL
steer,stIr
steerage,stIrIJ
steersman,stIrzmxn
stein,stYn
stellar,stElX
stem,stEm
stench,stEnC
stencil,stEnsL
stenographic,stEnxgr@fIk
stenography,st|nagrxfi
stentorian,stEntorixn
step,stEp
stepbrother,stEpbr^DX
stepsister,stEpsIstX
stereo,stErio
stereophonic,stErixfanIk
stereoscope,stErixskop
stereoscopic,stErixskapIk
stereoscopy,stEriaskxpi
stereotype,stErixtYp
sterile,stErL
sterility,stXIl|ti
sterilization,stErLxzeS|n
sterilize,stErxlYz
sterilizer,stErxlYzX
sterling,stRlIG
stern,stRn
sternal,stRnL
sternum,stRnxm
stethoscope,stETxskop
stevedore,stivxdor
stew,stu
steward,stuXd
stick,stIk
stickler,stIkLX
sticky,stIki
stiff,stIf
stifle,stYfL
stigma,stIgmx
stigmata,stIgmatx
stigmatic,stIgm@tIk
stigmatize,stIgmxtYz
stile,stYl
stiletto,st|lEto
still,stIl
stillborn,stIlborn
stilt,stIlt
stilted,stIlt|d
Stilton,stIltN
stimulant,stImyUlxnt
stimulation,stImyUleS|n
stimulative,stImyUletIv
stimulus,stImyUlxs
sting,stIG
stingy,stInJi
stink,stIGk
stint,stInt
stipend,stYpEnd
stipple,stIpL
stipulate,stIpyUlet
stipulation,stIpyUleS|n
stir,stR
stirrup,stRxp
stitch,stIC
stoat,stot
stock,stak
stockade,staked
stockbroker,stakbrokX
stockholder,stakholdX
stockinet,stakxnEt
stocking,stakIG
stockpile,stakpYl
stocky,staki
stockyard,stakyard
stodgy,staJi
stoic,stoIk
stoical,stoIkL
stoicism,stoxsIzM
stoke,stok
stole,stol
stolen,stolxn
stolid,stalxd
stolidity,stalId|ti
stolidly,stalxdli
stomach,st^mxk
stomacher,st^mIkX
stone,ston
stood,stUd
stooge,stuJ
stool,stul
stoop,stup
stop,stap
stopwatch,stapwcC
storage,storIJ
store,stor
storeroom,storrum
storied,storid
stork,stork
storm,storm
story,stori
stotinka,stotIGkx
stout,stWt
stove,stov
stow,sto
straddle,str@dL
strafe,stref
straggle,str@gL
straight,stret
straighten,stretN
straightforward,stretforwXd
straightway,stretwe
strain,stren
strand,str@nd
strange,strenJ
stranger,strenJX
strangle,str@GgL
strangulate,str@GgyUlet
strangulation,str@GgyUleS|n
strap,str@p
strapping,str@pIG
stratagem,str@t|J|m
strategic,strxtiJIk
strategist,str@t|J|st
strategy,str@t|Ji
stratification,str@t|fxkeS|n
stratify,str@t|fY
stratosphere,str@t|sfIr
stratospheric,str@t|sfIrIk
stratum,str@tM
straw,strc
stray,stre
streak,strik
stream,strim
streamlined,strimlYnd
street,strit
strength,strEGT
strengthen,strEGT|n
strenuous,strEnyuxs
streptococcus,strEptxkak|s
stress,strEs
stretch,strEC
strew,stru
strewn,strun
stria,strix
striation,strYeS|n
stricken,strIk|n
strict,strIkt
stricture,strIkCX
stridden,strIdN
stride,strYd
strident,strYdNt
striding,strYdIG
strife,strYf
strike,strYk
string,strIG
stringency,strInJ|nsi
stringer,strIGX
stringy,strIGi
strip,strIp
stripe,strYp
stripling,strIplIG
strive,strYv
striven,strIvxn
striving,strYvIG
stroboscope,strobxskop
stroboscopic,strobxskapIk
strode,strod
stroke,strok
stroll,strol
strong,strcG
stronger,strcGgX
stronghold,strcGhold
strongly,strcGli
strontium,stranCixm
strop,strap
strophe,strofi
strophic,strafIk
strove,strov
struck,str^k
structure,str^kCX
struggle,str^gL
strum,str^m
strumpet,str^mpxt
strung,str^G
strut,str^t
strychnine,strIknYn
stub,st^b
stubble,st^bL
stubborn,st^bXn
stubby,st^bi
stucco,st^ko
stuck,st^k
stud,st^d
student,studNt
studied,st^did
studio,studio
studious,studixs
study,st^di
stuff,st^f
stuffy,st^fi
stultification,st^lt|fxkeS|n
stultify,st^lt|fY
stumble,st^mbL
stump,st^mp
stun,st^n
stung,st^G
stunk,st^Gk
stunt,st^nt
stupefaction,stupxf@kS|n
stupefy,stupxfY
stupendous,stupEnd|s
stupid,stup|d
stupidity,stupId|ti
stupidly,stupxdli
stupor,stupX
sturdy,stRdi
sturgeon,stRJ|n
stutter,st^tX
sty,stY
stylish,stYlIS
stylist,stYl|st
stylus,stYlxs
stymie,stYmi
styptic,stIptIk
suave,swav
suavity,swavxti
sub,s^b
subaltern,sxbcltXn
subatomic,s^bxtamIk
subcommittee,s^bkxmIti
subconscious,s^bkanC|s
subcontinent,s^bkantN|nt
subcutaneous,s^bkyUtenixs
subdivide,s^bdxvYd
subdue,sxbdu
subject,s^bJIkt
subjective,s^bJEktIv
subjoin,s^bJOn
subjugate,s^bJIget
subjugation,s^bJ|geS|n
subjunctive,sxbJ^GktIv
sublet,s^blEt
sublimate,s^blxmet
sublimation,s^blxmeS|n
sublime,sxblYm
sublunar,s^blunX
submarine,s^bmXin
submerge,sxbmRJ
submerse,sxbmRs
submit,sxbmIt
subnormal,s^bnormL
subnormality,s^bnorm@l|ti
subordinate,sxbordNxt
suborn,sxborn
subornation,s^borneS|n
subpoena,sxpinx
subscribe,sxbskrYb
subsequent,s^bsIkwxnt
subservience,sxbsRvixns
subside,sxbsYd
subsidence,sxbsYdNs
subsidiary,sxbsIdiEri
subsidize,s^bsxdYz
subsidy,s^bs|di
subsist,sxbsIst
subsoil,s^bsOl
subsonic,s^bsanIk
substance,s^bst|ns
substandard,s^bst@ndXd
substantial,sxbst@nCL
substantiate,sxbst@nCiet
substantive,s^bst|ntIv
substation,s^bsteS|n
substitute,s^bst|tut
substitution,s^bst|tuS|n
substratum,s^bstretxm
substructure,s^bstr^kCX
subterfuge,s^btXfyuJ
subterranean,s^btXenixn
subtile,s^tL
subtitle,s^btYtL
subtly,s^tli
subtract,sxbtr@kt
subtrahend,s^btrxhEnd
subtropical,s^btrapIkL
suburb,s^bRb
suburban,sxbRb|n
suburbanite,sxbRb|nYt
subvention,sxbvEnC|n
subvert,sxbvRt
subway,s^bwe
succeed,sxksid
succinct,sxksIGkt
succor,s^kX
succotash,s^k|t@S
succulent,s^kyUlxnt
succumb,sxk^m
such,s^C
suchlike,s^ClYk
suck,s^k
suckle,s^kL
suckling,s^klIG
sucre,sukre
sucrose,sukros
suction,s^kS|n
sudden,s^dN
suds,s^dz
sue,su
suede,swed
suet,su|t
suffer,s^fX
suffice,sxfYs
sufficiency,sxfIS|nsi
suffix,s^fIks
suffocate,s^fxket
suffocation,s^fxkeS|n
suffragan,s^frIgxn
suffrage,s^frIJ
suffragette,s^frIJEt
suffragist,s^frIJ|st
suffuse,sxfyuz
sugar,SUgX
sugarcane,SUgXken
suggest,sxgJEst
suicidal,suxsYdL
suicide,suxsYd
suit,sut
suitability,sutxbIl|ti
suitable,sutxbL
suitableness,sutxbLn|s
suitcase,sutkes
suite,swit
suiting,sutIG
suitor,sutX
sulfa,s^lfx
sulfanilamide,s^lfxnIlxmYd
sulfureous,s^lfyUrixs
sulk,s^lk
sullen,s^lxn
sully,s^li
sulphate,s^lfet
sulphur,s^lfX
sulphuric,s^lfyUrIk
sulphurous,s^lfyUrxs
sultan,s^ltN
sultana,s^lt@nx
sultry,s^ltri
sumach,sum@k
summarily,sxmErxli
summarize,s^mXYz
summary,s^mXi
summation,s^meS|n
summer,s^mX
summit,s^mxt
summon,s^mxn
summons,s^mxnz
sumptuous,s^mpCuxs
sundae,s^nde
sunder,s^ndX
sundial,s^ndYL
sundries,s^ndriz
sunfish,s^nfIS
sung,s^G
sunk,s^Gk
sunken,s^Gk|n
sunlight,s^nlYt
sunshine,s^nSYn
sup,s^p
superabundant,supXxb^ndNt
superb,sUpRb
supercargo,supXkargo
supercilious,supXsIlixs
superego,supXigo
superficial,supXfISL
superfluity,supXflu|ti
superfluous,sUpRfluxs
superhighway,supXhYwe
superintend,supXIntEnd
superior,sxpIriX
superlative,sUpRl|tIv
supernal,sUpRnL
supernatural,supXn@CXL
superpose,supXpoz
superscribe,supXskrYb
superscription,supXskrIpS|n
supersede,supXsid
superstructure,supXstr^kCX
supervene,supXvin
supervise,supXvYz
supervision,supXvIZ|n
supervisor,supXvYzX
supervisory,supXvYzXi
supine,sUpYn
supper,s^pX
supplant,sxpl@nt
supple,s^pL
supplement,s^plxmxnt
supplemental,s^plxmEntL
suppliant,s^plixnt
supplicant,s^plIk|nt
supplicate,s^plxket
supplication,s^plxkeS|n
supply,sxplY
support,sxport
suppose,sxpoz
supposed,sxpozd
supposition,s^pxzIS|n
suppository,sxpaz|tori
suppress,sxprEs
suppurate,s^pyxret
suppuration,s^pyxreS|n
supremacy,sUprEmxsi
supreme,sxprim
surcease,sRsis
surcharge,sRCarJ
surcingle,sRsIGgL
sure,SUr
surety,SUrxti
surface,sRfxs
surfboard,sRfbord
surfeit,sRfxt
surgeon,sRJ|n
surgery,sRJXi
surgical,sRJIkL
surly,sRli
surmise,sXmYz
surmount,sXmWnt
surname,sRnem
surpass,sXp@s
surplice,sRplxs
surplus,sRpl^s
surprise,sXprYz
surrender,sXEndX
surreptitious,sRxptIS|s
surrey,sRi
surrogate,sRxget
surround,sXWnd
surtax,sRt@ks
surtout,sRtu
surveillance,sXvel|ns
survey,sRve
surveying,sXveIG
survive,sXvYv
susceptible,s|sEptxbL
suspect,s|spEkt
suspend,s|spEnd
suspense,s|spEns
suspicion,s|spIS|n
sustain,s|sten
sustenance,s^st|n|ns
suture,suCX
suzerain,suzxrxn
svelte,svElt
swab,swab
swaddle,swadL
swag,sw@g
swage,sweJ
swagger,sw@gX
Swahili,swahili
swain,swen
swallow,swalo
swam,sw@m
swamp,swamp
swan,swan
swank,sw@Gk
swansdown,swanzdWn
swap,swap
sward,sword
swarm,sworm
swart,swort
swarthy,sworDi
swash,swaS
swastika,swastIkx
swat,swat
swath,swaT
swathe,swaD
sway,swe
swear,swEr
sweat,swEt
sweater,swEtX
swede,swid
Swedish,swidIS
sweep,swip
sweepstakes,swipsteks
sweetbread,switbrEd
sweeten,switN
sweetheart,swithart
swell,swEl
swelter,swEltX
swept,swEpt
sweptwing,swEptwIG
swerve,swRv
swift,swIft
swig,swIg
swill,swIl
swim,swIm
swindle,swIndL
swine,swYn
swing,swIG
swipe,swYp
swirl,swRl
swish,swIS
Swiss,swIs
switch,swIC
swivel,swIvL
swollen,swol|n
swoon,swun
swoop,swup
sword,sord
swordsman,sordzmxn
swore,swor
sworn,sworn
swum,sw^m
swung,sw^G
Sybarite,sIbxrYt
sycamore,sIkxmor
sycophant,sIkxfxnt
sycophantic,sIkxf@ntIk
syllabic,sxl@bIk
syllabication,sxl@bxkeS|n
syllabify,sxl@bxfY
syllable,sIlxbL
syllabus,sIlxbxs
syllogism,sIlxJIzM
syllogistic,sIlxJIstIk
sylph,sIlf
sylvan,sIlvxn
symbolic,sImbalIk
symbolism,sImbxlIzM
symbolization,sImbLxzeS|n
symbolize,sImbxlYz
symmetrical,sxmEtrIkL
symmetry,sImxtri
sympathetic,sImpxTEtIk
sympathize,sImpxTYz
sympathy,sImpxTi
symphonic,sImfanIk
symphony,sImfxni
symposium,sImpozixm
symptom,sImptxm
symptomatic,sImtxm@tIk
synagogue,sInIgag
synchronize,sIGkrxnYz
syncopate,sIGkxpet
syncopation,sIGkxpeS|n
syncope,sIGkxpi
syndicate,sIndIkxt
syndication,sIndxkeS|n
syndrome,sIndrom
synergism,sInXJIzM
synergistically,sInXJIstIkxli
synod,sIn|d
synodal,sIn|dL
synodical,sxnadIkL
synonym,sIn|nIm
synonymous,sNanxmxs
synopsis,sNaps|s
syntactical,sInt@ktIkL
syntax,sInt@ks
synthesis,sInT|s|s
synthetic,sNTEtIk
syphilis,sIfLxs
syphilitic,sIfxlItIk
syringe,sXInJ
syrup,sRxp
system,sIstxm
systematic,sIstxm@tIk
systematize,sIstxmxtYz
systemic,sIstEmIk
systemize,sIstxmYz
systole,sIstxli
systolic,sIstalIk
t,ti
tab,t@b
tabby,t@bi
tabernacle,t@bXn@kL
table,tebL
tableau,t@blo
tablecloth,tebLklcT
tableland,tebLl@nd
tablespoon,tebLspun
tablespoonful,tebLspunfUl
tablet,t@bl|t
tableware,tebLwEr
tabloid,t@blOd
tabour,tebX
tabu,txbu
tabular,t@byUlX
tabulation,t@byUleS|n
tabulator,t@byUletX
tachometer,t@kamxtX
tacit,t@s|t
taciturn,t@sxtRn
taciturnity,t@sxtRn|ti
tack,t@k
tackle,t@kL
tacky,t@ki
tact,t@kt
tactic,t@ktIk
tactician,t@ktIS|n
tactile,t@ktL
tadpole,t@dpol
taffeta,t@fxtx
taffrail,t@frL
taffy,t@fi
tag,t@g
tail,tel
tailless,tellxs
tailor,telX
taint,tent
take,tek
taken,tek|n
talc,t@lk
talent,t@l|nt
talesman,telzmxn
talisman,t@l|smxn
talk,tck
talkative,tck|tIv
tall,tcl
tallow,t@lo
tally,t@li
tallyho,t@liho
Talmud,talmUd
talmudic,t@lmudIk
talmudist,talmUd|st
talon,t@l|n
tam,t@m
tamarack,t@mxr@k
tamarind,t@mxrxnd
tambourine,t@mbXin
tame,tem
tamp,t@mp
tamper,t@mpX
tan,t@n
tanbark,t@nbark
tandem,t@ndxm
tang,t@G
tangent,t@nJ|nt
tangential,t@nJEnCL
tangerine,t@nJXin
tangibility,t@nJ|bIl|ti
tangible,t@nJ|bL
tangle,t@GgL
tango,t@Ggo
tank,t@Gk
tankard,t@GkXd
tanker,t@GkX
tanner,t@nX
tannin,t@n|n
tantalize,t@ntxlYz
tantalum,t@ntLM
tantamount,t@ntxmWnt
tantrum,t@ntrxm
Taoism,tWIzM
tap,t@p
tape,tep
taper,tepX
tapestry,t@pxstri
tapeworm,tepwRm
tapioca,t@piokx
taproom,t@prum
taps,t@ps
tapster,t@pstX
tar,tar
tarantula,tX@nCUlx
tardy,tardi
tare,tEr
target,targ|t
tariff,t@rxf
tarn,tarn
tarnish,tarnIS
tarpaulin,tarpcl|n
tarpon,tarpxn
tarry,t@ri
tart,tart
tartan,tartN
tartar,tartX
tartaric,tart@rIk
task,t@sk
tassel,t@sL
taste,test
tasty,testi
tat,t@t
tatter,t@tX
tatterdemalion,t@tXdImelyxn
tatting,t@tIG
tattle,t@tL
tattoo,t@tu
taught,tct
taunt,tcnt
taupe,top
Taurus,tcr|s
tavern,t@vXn
taw,tc
tawdry,tcdri
tawny,tcni
tax,t@ks
taxation,t@kseS|n
taxi,t@ksi
taxicab,t@ksik@b
taxidermy,t@ksxdRmi
taxonomic,t@ksNamIk
taxonomy,t@ksanxmi
taxpayer,t@kspeX
TB,tibi
teach,tiC
teak,tik
teal,til
team,tim
teammate,timmet
teamster,timstX
tease,tiz
teasel,tizL
teaspoon,tispun
teat,tIt
technic,tEknIk
technical,tEknIkL
technicality,tEknxk@l|ti
technician,tEknIS|n
technique,tEknik
technocracy,tEknakr|si
technocrat,tEknxkr@t
technocratic,tEknxkr@tIk
technological,tEknxlaJIkL
technology,tEknalxJi
tedious,tidixs
tedium,tidixm
teens,tinz
teeny,tini
teeter,titX
teeth,tiT
teethe,tiD
teetotal,titotL
telecast,tElIk@st
telecommunication,tElIkxmyunxkeS
telegram,tElxgr@m
telegrapher,txlEgrxfX
telegraphic,tElxgr@fIk
telegraphy,txlEgrxfi
telemeter,tElxmitX
telemetric,tElxmEtrIk
telemetry,txlEmxtri
telepathic,tElxp@TIk
telepathy,txlEpxTi
telephone,tElxfon
telephonic,tElxfanIk
telephony,txlEfxni
telephoto,tEl|foto
telescope,tEl|skop
telescopic,tEl|skapIk
teleview,tElxvyu
televise,tElxvYz
television,tElxvIZ|n
tell,tEl
telltale,tEltel
tellurium,txlUrixm
temblor,tEmblX
temerity,txmErxti
temper,tEmpX
temperament,tEmpXmxnt
temperamental,tEmpXmEntL
temperance,tEmpXxns
temperate,tEmpX|t
temperature,tEmprxCUr
tempest,tEmpxst
tempestuous,tEmpEsCuxs
temple,tEmpL
templet,tEmpl|t
tempo,tEmpo
temporal,tEmpXL
temporarily,tEmpxrErxli
temporary,tEmpXEri
temporize,tEmpXYz
tempt,tEmpt
temptation,tEmpteS|n
temptress,tEmptr|s
ten,tEn
tenability,tEnxbIl|ti
tenable,tEnxbL
tenacious,t|neS|s
tenacity,t|n@s|ti
tenancy,tEn|nsi
tenant,tEn|nt
tend,tEnd
tendency,tEnd|nsi
tender,tEndX
tenderfoot,tEndXfUt
tenderhearted,tEndXhart|d
tenderize,tEndXYz
tenderloin,tEndXlOn
tendon,tEnd|n
tendril,tEndrL
tenement,tEnxmxnt
tenet,tEn|t
tenfold,tEnfold
tennis,tEn|s
tenon,tEn|n
tenor,tEnX
tenpenny,tEnpEni
tenpin,tEnpIn
tense,tEns
tensile,tEnsL
tension,tEnC|n
tensity,tEns|ti
tent,tEnt
tentacle,tEntIkL
tentacular,tEnt@kyUlX
tentative,tEnt|tIv
tenuity,tEnuxti
tenuous,tEnyu|s
tenuously,tEnyu|sli
tenure,tEnyX
tepee,tipi
tepid,tEp|d
tequila,t|kilx
terbium,tRbixm
tercentenary,tRsEntEnxri
teredo,txrido
term,tRm
termagant,tRmxgxnt
terminal,tRmInL
terminate,tRmxnet
termination,tRmxneS|n
terminology,tRmxnalxJi
terminus,tRmxn|s
termite,tRmYt
tern,tRn
terrace,tErxs
terrain,tXen
terrapin,tErxpxn
terrestrial,tXEstriL
terrible,tErxbL
terrier,tEriX
terrific,tXIfIk
terrify,tErxfY
territorial,tErxtoriL
territory,tErxtori
terror,tErX
terse,tRs
tertiary,tRSiEri
tessellate,tEsxlet
test,tEst
testament,tEstxmxnt
testamentary,tEstxmEntxri
testator,tEstetX
testatrix,tEstetrIks
tester,tEstX
testes,tEstiz
testicle,tEstIkL
testify,tEst|fY
testimonial,tEst|moniL
testimony,tEst|moni
testis,tEst|s
testy,tEsti
tetanic,tEt@nIk
tetanus,tEtN|s
tether,tEDX
tetrameter,tEtr@mxtX
Teutonic,tutanIk
text,tEkst
textbook,tEkstbUk
textile,tEkstYl
textual,tEksCuL
texture,tEksCX
Thai,tY
thallium,T@lixm
than,D@n
thane,Ten
thank,T@Gk
thanksgiving,T@GksgIvIG
that,D@t
thatch,T@C
thaw,Tc
the,Dx
theatre,TixtX
theatrical,Ti@trIkL
thee,Di
theft,TEft
their,DEr
theirs,DErz
theism,TiIzM
theistic,TiIstIk
them,DEm
theme,Tim
themselves,DEmsElvz
then,DEn
thence,TEns
thenceforward,TEnsforwXd
theocracy,Tiakr|si
theocratic,Tixkr@tIk
theologian,TixloJ|n
theology,TialxJi
theorem,TIrM
theoretical,TIrEtIkL
theorize,TIrYz
theory,TIri
theosophical,Ti|safIkL
theosophist,Tiasxfxst
theosophy,Tiasxfi
therapeutic,TErxpyutIk
therapy,TErxpi
thereabout,D@rxbWt
thereafter,DEr@ftX
thereat,DEr@t
thereby,DErbY
therefor,DErfor
therefrom,DErfr^m
therein,DErIn
thereto,DErtu
thermal,TRmL
thermodynamics,TRmodYn@mIks
thermometer,TXmamxtX
thermometric,TRmomEtrIk
thermonuclear,TRmonukliX
thermoplastic,TRmopl@stIk
thermosetting,TRmosEtIG
thermostat,TRmost@t
thermostatic,TRmost@tIk
thesaurus,TIscr|s
these,Diz
thesis,Tis|s
thespian,TEspixn
thew,Tu
they,De
thiamine,TYxmin
thick,TIk
thicken,TIk|n
thicket,TIk|t
thickset,TIksEt
thief,Tif
thieve,Tiv
thievery,TivXi
thieves,Tivz
thigh,TY
thimble,TImbL
thin,TIn
thine,DYn
thing,TIG
think,TIGk
thinner,TInX
third,TRd
thirst,TRst
thirteen,TRtin
thirty,TRti
this,DIs
thistle,TIsL
thither,TIDX
thole,Tol
thong,TcG
thoraces,Txresiz
thoracic,TX@sIk
thorax,Tor@ks
thorium,Torixm
thorn,Torn
thorough,TRo
thoroughbred,TRobrEd
thoroughgoing,TRogoIG
thorp,Torp
those,Doz
thou,DW
though,Do
thought,Tct
thousand,TWzNd
thrall,Trcl
thrash,Tr@S
thread,TrEd
threat,TrEt
three,Tri
threefold,Trifold
threepence,TrIpxns
threescore,Triskor
threnody,TrEn|di
threshold,TrEShold
threw,Tru
thrice,TrYs
thrift,TrIft
thrill,TrIl
thrive,TrYv
thriven,TrIvxn
thriving,TrYvIG
throat,Trot
throb,Trab
throe,Tro
thrombosis,Trambos|s
throne,Tron
throng,TrcG
throttle,TratL
throughout,TruWt
throughway,Truwe
throve,Trov
thrum,Tr^m
thrush,Tr^S
thrust,Tr^st
thud,T^d
thug,T^g
thulium,Tulixm
thumb,T^m
thump,T^mp
thunder,T^ndX
thunderous,T^ndXxs
thundershower,T^ndXSWX
Thursday,TRzde
thus,D^s
thwack,Tw@k
thwart,Twort
thy,DY
thyme,tYm
thymus,TYmxs
thyroid,TYrOd
thyself,DYsElf
tiara,ti@rx
Tibetan,txbEtN
tibia,tIbix
tic,tIk
ticket,tIk|t
ticking,tIkIG
tickle,tIkL
tidal,tYdL
tidbit,tIdbIt
tide,tYd
tidings,tYdIGz
tidy,tYdi
tier,tIr
tiff,tIf
tiffin,tIfxn
tiger,tYgX
tigerish,tYgXIS
tight,tYt
tightfisted,tYtfIst|d
tights,tYts
tightwad,tYtwad
tile,tYl
till,tIl
tillage,tIlIJ
tiller,tIlX
tilt,tIlt
tilth,tIlT
timber,tImbX
timberline,tImbXlYn
timbre,t@mbX
timbrel,tImbrL
